id,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,timestamp
393cd0ac-0564-4032-ad12-397e225e84b3,0.05,0.3,-0.55,-56.82,67.99,-42.36,20,53,13,2025-05-26 00:15:22.890+0000
ade1216c-503f-42e3-bdcc-613c8dd0be82,0.61,0.51,-0.78,147.39999,336.06,11.47,24,51,13,2025-05-26 00:14:56.369+0000
2571e6cb-211f-4910-9c0a-83344cd4afe9,0.76,-0.54,-0.29,-2.32,200.67999,-15.69,-5,54,2,2025-05-26 00:15:11.385+0000
4e420f47-ca4a-45cd-83c2-58795a400a91,-0.04,-0.87,-0.56,-44.43,192.25999,77.64,29,51,8,2025-05-26 00:14:53.347+0000
cd4dcd85-0848-4bad-9a11-74b7e70ec633,-1.3,0.32,-0.42,-164.55,117.74,-58.04,-1,44,-11,2025-05-26 00:15:34.932+0000
392a50dc-f4e8-46aa-ab09-fc0badfb2107,0.13,0.25,-0.26,42.11,138.24001,-110.47,13,55,7,2025-05-26 00:15:46.926+0000
d78747eb-1ab4-4fec-a7bf-53768faa412d,-1.48,-0.8,-1.05,-109.62,-710.45001,-149.53999,7,51,9,2025-05-26 00:15:43.951+0000
c3912cac-b1f0-45bf-b79e-9ef59f2bd699,-1.29,0.41,-0.38,69.03,79.59,46.2,0,44,-14,2025-05-26 00:15:41.416+0000
b0205a99-4117-42bc-80e8-6cd6b7c5ed68,-0.43,0.13,-0.78,180.66,114.62,26.55,-5,52,-9,2025-05-26 00:15:05.876+0000
15f67e36-4853-4833-bf55-b71d10e2848e,-0.21,0.48,-0.43,162.05,61.83,13.12,24,50,10,2025-05-26 00:14:43.841+0000
c395f511-81dd-472b-af39-b21cf0636d72,-0.57,0.38,-0.73,126.34,102.66,10.13,-8,47,-16,2025-05-26 00:14:34.335+0000
34e1c2fd-8798-47b1-b813-10bb3300b200,-0.56,-0.82,-0.93,-22.64,-318.48001,137.82001,-20,42,-2,2025-05-26 00:14:32.824+0000
1a9cf1b2-9f7f-466e-8bb1-296854b12563,0.19,0.41,-0.26,66.96,106.93,-62.13,25,53,14,2025-05-26 00:15:53.945+0000
