id,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,timestamp
851dade4-cc10-46f2-a478-4a383302994f,-1.18,-0.49,0.02,70.31,-9.03,-26,11,48,34,2025-06-09 09:13:27.360+0000
bb2f6c7d-84ed-4974-8b49-418b06a72192,-0.25,-0.62,-0.55,14.4,5.31,-57.13,-17,37,38,2025-06-09 09:14:34.588+0000
dbc9940b-b6de-4bd9-8acc-3ea78fcd5978,-1.58,-0.51,0.25,45.59,-56.4,-41.63,-22,33,34,2025-06-09 09:14:47.555+0000
b48cf7b1-f63f-4b96-9952-582f4bb23f77,-1.12,-0.15,0.29,-33.81,36.93,62.87,-21,35,44,2025-06-09 09:14:37.025+0000
fcd306c2-5720-4843-8bd2-dc98b4574a83,0.23,-0.24,-0.2,-41.69,22.64,-43.03,7,51,24,2025-06-09 09:13:41.400+0000
be60c738-5599-4b10-99d5-d49e694c043a,-1.09,-0.13,0.02,-33.26,-48.1,-37.6,-19,31,14,2025-06-09 09:14:12.503+0000
97dc862b-2e4e-4e8e-b355-39e9c947d95d,-1.71,-0.43,0.36,84.59,-56.58,-24.05,-27,33,43,2025-06-09 09:14:40.535+0000
65617e2e-e3ff-4503-8f7c-908a77354f80,-1.24,-0.25,-0.09,63.84,-31.68,-34.48,12,49,22,2025-06-09 09:13:16.878+0000
066e633d-cd7b-400a-b33e-ea4cdeb42327,0.17,0.06,-0.13,-11.96,-4.94,0.06,6,53,19,2025-06-09 09:13:42.910+0000
dbce2ffd-cf70-4dc0-844e-0c4ac602e928,-1.13,-0.09,-0.38,61.04,-24.35,47.49,-15,42,13,2025-06-09 09:13:14.346+0000
3637ae12-ef94-4916-b1e2-9f2aa56ad34d,-1.04,-0.92,-0.17,-1.83,-64.27,-73.49,-25,28,53,2025-06-09 09:14:25.520+0000
da3e02f7-eb9b-49ea-9ffc-5cfa6b802b3e,-0.12,-0.86,-0.14,31.19,-140.44,-15.62,10,49,36,2025-06-09 09:13:17.853+0000
0399a559-fa89-42df-8395-c9ceddaffff7,-1.01,-0.49,0.2,18.31,-14.47,12.63,-29,33,33,2025-06-09 09:14:19.473+0000
5fa0b828-9a00-43ca-969e-ac03df549faa,0.28,0.04,-0.07,-25.27,4.46,-21.24,24,53,25,2025-06-09 09:14:08.945+0000
60af8836-3067-4a23-b899-94fd1d172dc0,-0.48,-0.31,0.31,38.45,44.37,-35.95,-19,34,45,2025-06-09 09:14:49.017+0000
8ec1eec6-7859-49ee-83b4-d9a662b22506,-1.18,-0.09,0.1,61.22,55.36,20.14,-7,41,10,2025-06-09 09:13:15.366+0000
37ddeb6b-8974-444f-86a3-a9ee7456cc2d,-1.02,-0.36,0.16,-56.4,0.85,61.1,15,50,19,2025-06-09 09:13:47.396+0000
94ebf79a-434c-46d0-a434-88e513172d68,-0.06,-0.01,-0.3,-29.72,197.08,-9.22,17,46,16,2025-06-09 09:13:31.406+0000
26c06256-5d0d-439e-8c42-c1c40ca8867a,-0.87,-0.08,0.24,-39.31,29.54,45.1,-19,33,54,2025-06-09 09:14:22.983+0000
3a155530-8990-45cc-b66d-4e4bd47dc6a7,-0.1,-0.13,-0.2,-3.66,63.54,19.71,-26,35,30,2025-06-09 09:14:41.557+0000
d66ddc7a-2ced-4c67-85d3-129f194e08cf,-0.6,-0.18,-0.19,8.42,39.37,22.4,13,49,16,2025-06-09 09:14:05.433+0000
7bf397a2-b456-4d50-b985-d59874929b7f,0.06,-0.03,-0.19,-55.11,123.41,-8.54,15,51,20,2025-06-09 09:13:46.421+0000
69979411-aca3-4c94-9faa-aaab5346d4fe,0.07,-0.02,-0.22,-12.21,-17.7,9.7,9,53,21,2025-06-09 09:13:44.421+0000
b3b5227a-60f3-4fd6-b091-fc17769e9b89,-1.79,-0.59,0.16,60.24,59.81,62.5,-29,35,44,2025-06-09 09:14:42.045+0000
f6f3d467-83b2-4caa-b954-67439b6a4f4c,-0.91,-0.44,0.2,-136.41,-60.67,22.4,-13,38,8,2025-06-09 09:14:11.967+0000
