id,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,timestamp
07f87c54-f6d8-4191-8210-17c5f295410e,-0.06,-0.28,0.08,-90.21,170.64999,20.39,41,62,42,2025-06-09 09:51:35.593+0000
4b1a89c9-1fa4-4f1d-9c77-9da933103be1,0.51,-0.18,-0.92,-5.31,79.1,-15.2,44,37,52,2025-06-09 09:51:09.561+0000
c26ad4fd-6b9f-4d81-99ac-6eb0436c92b3,-1.51,-0.32,0.51,-137.39,126.28,45.96,48,58,41,2025-06-09 09:51:22.576+0000
ccacc25f-002d-4e7d-ae99-b170f9311047,0.74,0.11,-0.71,-26,177.42999,84.84,44,59,46,2025-06-09 09:51:28.572+0000
58110cb7-6e6b-4979-9991-a1197f501235,0.46,0.22,-0.05,-2.81,-36.74,-93.93,10,55,47,2025-06-09 09:51:45.587+0000
cc823c3c-6157-4cf3-9575-9aef41444e8c,0.79,0.06,-0.82,4.33,161.00999,-74.83,8,53,37,2025-06-09 09:51:43.588+0000
7c918759-96e0-4edb-b50c-0ce0e39f594d,0.62,-0.24,-0.85,-14.65,85.27,-13.67,49,49,44,2025-06-09 09:51:16.580+0000
39fb0a78-b452-4977-8831-306d6183b729,0.85,0.22,0.02,3.72,32.23,-30.64,13,57,42,2025-06-09 09:51:52.120+0000
e8c52723-0390-41f3-9294-6b5492f31a63,-2.76,0.19,1.07,21.79,102.97,-109.44,12,55,27,2025-06-09 09:51:49.633+0000
81ad2a26-0484-4432-8991-b8ef03dfafd4,0.45,0.36,-0.9,10.68,-50.6,-36.62,51,52,56,2025-06-09 09:51:17.555+0000
cc0d199f-60f1-4e3b-b8d9-8f57b50f3f59,0.42,0.31,-1.09,-56.21,-242.25,46.63,13,58,39,2025-06-09 09:51:54.119+0000
0d6cf0d8-f19f-466e-a911-96c30e151b5f,0.6,-0.28,-0.61,24.29,256.35001,88.07,50,43,61,2025-06-09 09:51:13.071+0000
3010970c-c329-4ce2-867c-f2cc37fafe5f,-2.24,0.14,0.16,41.32,-58.29,-17.94,49,51,43,2025-06-09 09:51:15.556+0000
275591b0-6bd3-413e-b368-adbeb576485e,-1.32,-0.58,0.47,-104.06,142.52,59.33,49,50,40,2025-06-09 09:51:17.068+0000
19ec37da-db6a-469e-bb43-0a825e3ce8f1,0.18,0.49,-0.45,-84.29,-151.92,-158.08,46,55,45,2025-06-09 09:51:19.066+0000
9eafeb8e-e2fd-4161-9609-f55e64cead33,-0.38,0.25,-0.65,-134.52,37.35,-8.36,25,50,-2,2025-06-09 09:51:37.104+0000
fb93673b-f0f6-4adc-8ae0-8f7ce94247b8,0.12,-0.44,-0.29,34.48,163.82001,74.22,10,59,23,2025-06-09 09:51:49.096+0000
9fbd51e6-4223-4d04-8564-f5050b9787f3,-1.84,0.05,0.14,68.36,-12.27,-47.12,9,54,26,2025-06-09 09:52:03.136+0000
bc78e76c-9278-49a5-91ab-ead927bbf990,-2.36,-2.24,-1.41,-50.35,-194.82001,189.50999,53,58,46,2025-06-09 09:51:27.063+0000
d22020cc-6162-415b-8ed3-b431206bd398,-0.99,-0.02,-0.01,81.24,-6.23,-53.53,13,57,22,2025-06-09 09:51:53.631+0000
640bf1d5-ee17-420d-8dee-20b0273a3a90,1.03,-0.61,-0.33,8.18,165.95,65.31,49,37,47,2025-06-09 09:51:05.562+0000
c7815806-5109-4031-96fe-4d769149c000,-0.75,-1.13,-1.12,58.41,-409.42001,182.5,8,58,42,2025-06-09 09:51:47.634+0000
5cc95e95-b60e-4282-b737-f5395aeba91c,0.74,-0.21,-0.4,2.99,87.65,22.09,40,40,62,2025-06-09 09:51:10.584+0000
8a7d60fa-7cda-4c55-b3a1-fa98cb5dd305,-0.02,0.4,-0.31,-19.29,29.85,67.87,54,60,44,2025-06-09 09:51:34.617+0000
d1a5e137-8bea-499b-bbd9-c315fc883ae3,0.4,-0.13,-1.59,-107.48,-434.26999,44.86,51,35,60,2025-06-09 09:51:06.537+0000
21b0dafe-ab4f-4b6c-abfe-43217fc37f78,-4,-1.27,1.05,61.46,63.23,33.69,5,57,35,2025-06-09 09:51:43.100+0000
528f3359-4e58-47ff-a23d-d02fbde3e002,0.08,0.71,-0.93,33.33,30.88,-10.68,35,47,46,2025-06-09 09:51:33.155+0000
40ff8385-3cf1-42ac-9721-b0a8b04d9399,0.77,0.22,-0.5,41.99,147.58,-25.82,4,55,38,2025-06-09 09:51:50.120+0000
e596b3bf-9dd8-4782-9ffb-ae5ae0811968,-0.63,0.33,0.13,-104.06,125.79,82.76,48,53,51,2025-06-09 09:51:32.570+0000
40e6797e-5827-4998-9292-af4c696df8d3,-1.64,-1.12,-0.89,-34.42,-335.82001,218.08,45,59,57,2025-06-09 09:51:34.081+0000
3f313e0e-a478-46f2-862d-6273ef1b51ca,-0.97,-0.14,-0.23,-2.75,16.42,16.54,21,50,28,2025-06-09 09:52:05.623+0000
2e6711b2-574d-4410-af47-d0250aa3466d,-0.95,-0.06,0.06,-132.63,40.16,69.7,11,56,31,2025-06-09 09:51:58.652+0000
7dec5f4b-27cc-4f03-a447-ad934d4d9a4e,-4,-1.68,0.81,-37.41,-54.2,-23.13,6,56,29,2025-06-09 09:51:44.076+0000
78af17ea-7b2f-4224-aa71-2cc4e2b2a8de,-1.36,0.57,0.13,53.04,37.35,-52.67,53,37,65,2025-06-09 09:51:08.584+0000
5abdfb27-1124-4da6-9266-02a58cf141ce,0.36,0.66,-1.44,53.47,-47.24,-11.35,45,58,48,2025-06-09 09:51:23.063+0000
217e6415-96b9-4dc9-afd5-e0deb9aa1c61,-0.2,-0.27,-0.31,-77.94,104.49,57.5,11,58,39,2025-06-09 09:51:41.589+0000
69d65757-74ce-4f6c-b000-f7bcf8d47fed,-0.95,0.13,0.04,140.08,37.66,-29.3,13,59,32,2025-06-09 09:51:57.628+0000
c65c7309-cd3e-4ce1-bd10-3536999839f0,-0.47,1.04,-1.3,54.26,-122.8,-30.94,10,58,32,2025-06-09 09:51:55.143+0000
aa36622a-3425-4c18-b203-501e7390dfd3,-0.35,-0.19,-0.85,-87.1,92.1,15.38,9,55,35,2025-06-09 09:51:48.121+0000
3f1a02b7-ee08-44b7-8a11-3bef2e3b7648,-1.63,1.16,-0.62,119.63,-7.39,-50.66,39,52,40,2025-06-09 09:51:33.595+0000
a480f466-8d3b-479c-ad88-4548a477d121,0.98,0.12,-0.41,-18.31,167.11,69.4,9,55,43,2025-06-09 09:51:40.077+0000
ab22692f-ef2b-4c69-9cdd-8b096c2fe429,-1.46,0.96,1.07,26.12,25.88,-164.17999,49,57,39,2025-06-09 09:51:31.595+0000
528f6187-307e-41af-beba-f5aac42b124c,-3.11,-1.19,0.29,-149.17,164.42999,99.79,12,55,24,2025-06-09 09:51:50.608+0000
90f73b59-9918-4565-91bf-eb65d98cd529,-1,-1.48,1.27,-41.99,-449.57999,-196.66,47,56,47,2025-06-09 09:51:20.091+0000
5e94fecf-9045-4210-b794-1b8aad6213b9,-0.46,0.65,0.25,35.28,63.72,-9.64,16,52,23,2025-06-09 09:52:04.648+0000
8791d675-d789-4d7d-92de-51771538e40f,-0.37,-0.12,-1.12,-70.43,119.02,22.34,42,60,40,2025-06-09 09:51:30.084+0000
f31b12f7-2941-44cd-a50c-79d0fd6a3953,0.46,0.44,0.13,-22.4,-3.66,-93.93,10,56,34,2025-06-09 09:51:39.103+0000
7645198c-1284-49d9-9f66-123a9c4f72d4,-1.97,-0.63,0.59,-123.78,-1.65,64.94,18,48,8,2025-06-09 09:51:37.591+0000
bf44b052-850e-4f51-8f73-04431f891a9c,-2.09,0.88,0.28,69.21,-42.18,-32.35,48,57,36,2025-06-09 09:51:29.108+0000
eb343e43-9a69-4f9c-9a97-8ce88d004d28,-1,0.53,-0.37,82.7,31.62,-17.82,13,57,25,2025-06-09 09:51:47.097+0000
322cea15-5cb8-423b-be51-bc28bbdee99c,0.14,0.67,-0.16,-61.65,-143.13,-80.99,55,45,42,2025-06-09 09:51:14.046+0000
9558ef36-853e-499d-9976-5f7070ade450,-0.81,0.32,0.72,21.48,27.47,-157.64999,54,57,40,2025-06-09 09:51:24.088+0000
22d57aa1-04a4-4c2b-ba38-38a3f194ff38,0.18,0.36,-0.24,-63.78,-156.13,-145.08,41,59,49,2025-06-09 09:51:24.575+0000
d03afcde-be06-4331-ac43-6660b7573e7a,-1.7,0.09,0.89,-33.69,-85.57,-131.53,61,45,40,2025-06-09 09:51:13.559+0000
0f65cd58-5f76-47fe-ac43-6c47e1bd5b42,-0.91,-0.55,0.48,-181.09,7.51,-2.56,3,54,21,2025-06-09 09:51:39.591+0000
ed088b5e-c2a7-4e19-9ebd-4e2d76df187a,0.36,0.37,0.13,-62.56,-16.66,-69.89,45,62,45,2025-06-09 09:51:36.080+0000
d50a2555-6969-4c00-a7c5-74eafc8166a5,0.21,-0.03,-1.16,9.7,108.46,-15.87,42,58,43,2025-06-09 09:51:27.598+0000
90425527-09ee-443f-9e8e-0d09dce2141a,-2.1,-1.46,0.46,9.52,7.39,181.88,42,46,55,2025-06-09 09:51:11.559+0000
0c0d9138-ba06-4d28-bc80-036b82e2414d,0.36,-0.21,-0.34,-27.22,209.59,89.11,47,54,39,2025-06-09 09:51:26.087+0000
52eda94c-a5c2-46bf-944e-41fb1b9d6d39,0.43,0.56,-0.16,59.14,68.12,65.37,8,59,28,2025-06-09 09:51:53.144+0000
b57ec995-1821-4b35-b0ed-95798ef6c6cc,-4,0.09,0.64,-134.77,9.89,-70.56,49,59,19,2025-06-09 09:51:36.616+0000
22475509-9480-433d-92d0-9ae3d4cf5e05,-0.37,-0.54,-0.67,80.38,148.74001,68.12,51,59,46,2025-06-09 09:51:23.600+0000
5854aa26-97cb-480f-aec8-ea332343269d,-4,0.68,0.96,-60.49,168.64,188.96001,57,35,53,2025-06-09 09:51:07.561+0000
c1c6566c-e101-4e68-ad76-0d7f19e120bf,-0.98,-0.53,-0.12,-19.65,23.74,-3.54,13,50,18,2025-06-09 09:52:06.159+0000
f09289a6-2fa5-47b5-abc4-32157734cf5c,-3.82,-0.87,0.24,7.02,4.58,30.21,13,51,28,2025-06-09 09:52:04.160+0000
8a12a9d9-c7db-49ab-ba4f-bacccf01bd00,-0.16,0.26,0.18,-148.5,107.6,104.37,13,57,29,2025-06-09 09:51:46.124+0000
4cdccf8b-fe95-46fb-82c9-7102998f886d,-1.08,0.44,0.25,34.3,51.57,-50.48,14,56,24,2025-06-09 09:51:51.631+0000
8ca8cde9-aa87-4471-9a64-321c1c20ff64,0.06,0.04,-1.07,-37.96,-179.81,67.02,6,56,39,2025-06-09 09:51:56.117+0000
597df031-fd6b-4da2-9198-508d60f702a6,0.58,0.33,-0.58,-10.74,159.3,57.5,42,57,47,2025-06-09 09:51:20.578+0000
2251f581-ede7-408c-8283-e3506eaef80e,-0.56,-0.23,-1.6,-19.47,-235.96001,100.65,7,41,28,2025-06-09 09:51:41.102+0000
68a07e8e-df2d-48f5-8171-1621f2073dcd,-0.68,-0.26,-0.13,-139.89,48.22,47.55,11,55,23,2025-06-09 09:51:56.653+0000
cae22daf-c660-4f00-a575-3f5c083ff0b1,-0.89,0,0.16,127.87,-13.85,-54.99,15,56,26,2025-06-09 09:51:59.627+0000
f1d32cd4-1bfc-4f53-9fcb-ab5e49c6b9d1,-0.17,-0.04,-1.94,2.56,-201.84,87.59,17,53,37,2025-06-09 09:52:05.136+0000
129b1009-7398-4e77-b90a-7419811187d9,-2.64,-1.05,-0.68,3.54,-186.39999,149.28999,46,57,40,2025-06-09 09:51:29.596+0000
a4ddcd7e-1585-492b-ae14-39d489d692ad,-0.04,0.76,-1.54,39.18,-135.92999,-40.16,6,57,28,2025-06-09 09:51:57.140+0000
6a8a3f7e-0127-4887-a864-3768d9a24b3a,-0.42,0.13,-0.01,186.22,-501.95001,-247.5,37,62,51,2025-06-09 09:51:35.105+0000
d80671c5-aed0-40a4-af73-498087bd9d9f,0.03,0.12,-0.26,-27.83,18.37,1.28,9,56,38,2025-06-09 09:52:02.112+0000
d18855a8-d9a0-4315-a355-a1cd3203b997,-1.5,0.37,0.31,64.09,-61.1,-45.23,24,47,27,2025-06-09 09:51:40.614+0000
c8196499-41c4-4547-89fc-682a5f748a85,-1.66,1.46,-0.03,57.37,35.52,-18.31,47,45,51,2025-06-09 09:51:11.072+0000
f119422b-2407-4918-8bb4-dd8fcbafa98c,-0.92,0.27,0.51,66.41,-12.57,-94.36,7,53,33,2025-06-09 09:51:45.100+0000
e7bf25bc-6bf9-4068-a22f-30b1ca1ecef1,0.29,-0.54,-0.35,5.19,220.75999,93.02,18,61,32,2025-06-09 09:51:44.611+0000
157290c2-a40e-4a2b-b819-eedae12741ea,0.64,0.01,-0.51,23.01,157.35001,72.75,46,38,56,2025-06-09 09:51:08.048+0000
b6001265-62ed-459a-a4d6-115cb50d2f98,1.07,0.07,-0.43,20.08,83.07,-42.91,47,58,49,2025-06-09 09:51:22.089+0000
1359adab-3966-47ce-af95-45bdb8f31ca0,-0.97,0.35,0.29,-93.14,94.36,39.61,57,36,50,2025-06-09 09:51:10.048+0000
b9e9bb81-cc5f-490f-9094-74af3a0d9159,0.23,0.73,-1.21,63.78,-36.19,21.97,3,56,43,2025-06-09 09:51:46.611+0000
92f22cee-228f-4fb4-a3c2-1c2bdf1cc237,-0.3,0.33,-0.49,-9.89,-108.58,-4.94,10,59,37,2025-06-09 09:51:58.115+0000
a82520c2-ec8b-4222-a0e1-dfd2dfcb1d1b,0.55,-0.88,-0.54,-36.19,216.13,80.87,13,53,24,2025-06-09 09:51:38.079+0000
e31f4dde-5d0d-42b9-807f-c155bdff5b06,0.48,0.55,-0.26,-75.13,-90.94,-55.11,46,63,46,2025-06-09 09:51:32.083+0000
dd16d06b-8889-45a9-8e9f-9ea701e9b512,-0.32,0.16,-0.44,-3.23,-68.66,-63.17,7,57,32,2025-06-09 09:52:00.114+0000
9223cb06-ce6b-4b5b-8a2a-e938c7e2c018,0.44,0.01,-0.78,-14.95,107.97,-24.72,46,43,59,2025-06-09 09:51:12.096+0000
7e3cba71-5310-4474-8520-cf097dbac9bb,-0.92,0.4,0.18,-118.53,50.05,84.66,60,46,42,2025-06-09 09:51:14.582+0000
13116865-76e4-4155-806d-1b484f61c58c,-1.46,-0.29,0.65,11.41,-12.51,-112.24,2,53,26,2025-06-09 09:51:38.616+0000
5262aaa0-8e9b-4fcb-8a02-cf57ddb2ac1a,-0.04,0.7,-1.59,-13.67,-108.22,-13.55,6,55,37,2025-06-09 09:51:59.139+0000
a236b429-723c-4309-974d-4e22fe187450,0.01,0.04,-0.64,-10.38,139.71001,-116.21,53,35,49,2025-06-09 09:51:07.074+0000
d8f8dea7-20aa-48b2-af15-89389edae4fe,-0.2,0.06,-0.59,-34.3,-92.9,-35.77,12,54,31,2025-06-09 09:51:42.077+0000
d446d60c-b34a-494e-b509-a71a30449a39,0.87,-0.27,-0.48,-23.25,-54.14,3.3,53,49,47,2025-06-09 09:51:15.068+0000
6fc5eda8-7b56-4eac-985b-fc29b7d377e8,-0.97,0.2,-0.13,70.43,15.62,-54.99,12,58,30,2025-06-09 09:51:55.629+0000
96dd0b8f-be9f-4611-8abb-f0fadba73c16,-3.12,0.45,0.38,85.21,-98.21,-48.95,50,57,35,2025-06-09 09:51:26.623+0000
0e5c1197-3eea-4f56-b26f-3797f2b78132,-1.3,0.71,1.43,40.65,-15.56,-157.41,45,56,40,2025-06-09 09:51:18.579+0000
fe980c02-76d1-44b2-a725-65cb2c67c9ae,-1.31,0.11,-1.3,78,6.23,-13.49,50,52,41,2025-06-09 09:51:18.091+0000
3958ab38-845c-4557-bb7a-99a7cb1abbc9,-2.81,-1.42,-0.53,16.85,-117.92,200.74001,47,47,47,2025-06-09 09:51:16.093+0000
a06e1b5b-39e5-45e8-9fb3-5c95ed7dac3e,-2.98,-2.09,0.29,-66.04,177.61,104.86,50,57,35,2025-06-09 09:51:28.085+0000
a488fc05-5fee-4dd0-bf2b-c6302a572614,0.21,-0.05,-0.39,20.14,-163.09,-1.71,10,60,31,2025-06-09 09:52:02.650+0000
73e919cf-1cc8-4207-bf35-3f803cfdab1e,-1.14,-0.58,-1.15,32.23,93.57,20.39,7,55,33,2025-06-09 09:51:42.613+0000
5e37e0f4-6e53-48ad-b22f-fef9812d6887,-2.74,0.36,0.84,92.04,-59.69,141.72,55,36,61,2025-06-09 09:51:09.073+0000
c008b1f0-3ff4-4dab-bf4d-40a707de4810,0.5,0.36,-0.1,11.11,97.78,-17.76,4,51,28,2025-06-09 09:52:03.624+0000
d16c8d3e-c864-4154-9304-d0eb9ec6b3f6,-1.85,-2.11,-0.28,35.16,-110.17,238.39999,42,59,37,2025-06-09 09:51:21.649+0000
